transaction_id,transaction_date,amount,transaction_type,device_type,location,account_age_days,is_fraud
172,2023-12-14,48.51,Online,Web,Germany,1212,0
173,2023-08-19,2.04,POS,Mobile,USA,1875,0
174,2023-07-09,75.95,POS,Web,UK,1035,0
175,2023-08-13,60.08,Online,Mobile,Germany,1443,0
176,2023-10-10,131.91,POS,Mobile,Germany,1838,0
177,2023-05-01,286.76,Online,Web,Canada,1075,0
178,2023-04-26,115.62,Online,Mobile,India,408,0
179,2023-08-21,605.52,Online,Mobile,UK,1979,1
180,2023-09-16,50.03,Transfer,Web,India,1103,0
181,2023-12-25,49.94,Online,Mobile,Canada,573,0
182,2023-07-17,185.5,Online,Web,Canada,1471,0
183,2023-05-17,453.18,Transfer,Web,Canada,1479,0
184,2023-11-14,222.86,Transfer,Mobile,India,1515,0
185,2023-06-14,223.97,Online,Mobile,India,751,0
186,2023-08-13,328.27,POS,Web,UK,129,0
187,2023-11-03,220.93,Online,Web,Germany,486,0
188,2023-08-22,284.88,Online,Mobile,UK,607,0
189,2023-06-21,402.17,POS,Web,Germany,966,0
190,2023-06-01,1.59,Online,Web,Canada,1131,0
191,2023-11-11,433.65,Online,Mobile,Canada,1524,0
192,2023-06-09,48.48,POS,Mobile,USA,1262,0
193,2023-04-06,486.32,Online,Web,Canada,243,0
194,2023-08-21,61.9,POS,Web,UK,40,0
195,2023-06-29,121.48,Online,Mobile,USA,1009,0
196,2023-04-23,543.27,Online,Mobile,UK,436,1
197,2023-11-14,23.25,Online,Web,Germany,83,0
198,2023-02-21,273.52,Online,Mobile,UK,1999,0
199,2023-09-25,99.66,Transfer,Mobile,USA,414,0
200,2023-10-22,4.88,Online,Web,India,571,0
201,2023-04-23,559.81,Transfer,Mobile,UK,394,0
202,2023-04-11,25.07,POS,Web,Canada,1445,0
203,2023-04-23,297.57,POS,Web,Germany,580,0
204,2023-03-22,96.99,POS,Mobile,UK,1855,0
205,2023-07-06,332.76,Online,Web,USA,724,0
206,2023-04-23,277.49,Online,Mobile,Canada,844,0
207,2023-01-02,200.6,POS,Web,USA,1127,0
208,2023-05-10,560.11,POS,Mobile,Germany,799,0
209,2023-08-08,20.83,Transfer,Mobile,Canada,544,0
210,2023-02-23,320.47,POS,Mobile,India,851,0
211,2023-12-09,222.21,POS,Web,Germany,945,0
212,2023-08-12,75.59,POS,Web,UK,762,0
213,2023-08-13,157.92,Transfer,Mobile,India,385,0
214,2023-05-06,206.92,Online,Mobile,USA,1147,0
215,2023-05-10,266.57,Online,Mobile,India,1861,0
216,2023-02-22,41.42,Online,Web,India,691,0
217,2023-06-21,21.54,Online,Web,USA,1389,0
218,2023-08-06,21.53,Online,Mobile,Germany,416,0
219,2023-06-09,69.59,Transfer,Mobile,Germany,101,0
220,2023-07-17,33.49,Online,Web,USA,741,0
221,2023-09-04,153.42,POS,Mobile,India,1552,0
222,2023-11-20,114.91,Transfer,Mobile,India,1111,0
223,2023-07-22,447.11,Transfer,Mobile,Germany,629,0
224,2023-07-03,252.75,Online,Mobile,India,815,0
225,2023-05-03,46.09,POS,Mobile,Germany,1904,0
226,2023-09-12,9.36,Online,Mobile,Germany,850,0
227,2023-10-21,246.99,Online,Web,Canada,1749,0
228,2023-10-07,373.94,Online,Mobile,USA,1969,0
229,2023-11-21,241.46,Online,Mobile,UK,815,0
230,2023-04-08,206.45,Online,Web,India,666,0
231,2023-07-17,57.35,POS,Mobile,India,1986,0
232,2023-08-28,136.48,Online,Mobile,Canada,1617,0
233,2023-05-24,258.17,Online,Web,UK,909,0
234,2023-04-07,42.98,Online,Web,India,595,0
235,2023-07-20,129.46,Online,Web,UK,1943,0
236,2023-05-04,24.89,POS,Mobile,UK,597,0
237,2023-07-06,151.31,POS,Mobile,Canada,1393,0
238,2023-11-22,170.45,Transfer,Web,USA,1041,0
239,2023-12-15,153.31,Online,Web,Germany,638,0
240,2023-09-16,126.77,Online,Web,Canada,1934,0
241,2023-05-28,177.08,Transfer,Mobile,Canada,651,0
242,2023-09-09,1148.89,Online,Mobile,UK,1675,1
243,2023-12-12,194.86,Online,Mobile,Germany,603,0
244,2023-05-27,279.32,POS,Web,Canada,569,0
245,2023-05-28,42.67,Online,Web,USA,121,0
246,2023-12-18,151.01,POS,Mobile,India,1533,0
247,2023-07-18,1.51,Online,Mobile,India,1549,0
248,2023-11-04,6.39,POS,Mobile,India,1959,0
249,2023-05-08,77.86,Online,Mobile,India,88,1
250,2023-02-08,125.7,POS,Mobile,Canada,1089,0
251,2023-12-04,171.43,Transfer,Mobile,USA,281,0
252,2023-12-26,437.86,POS,Mobile,USA,1520,0
253,2023-05-09,295.47,POS,Mobile,UK,819,0
254,2023-09-24,71.33,POS,Web,USA,461,0
255,2023-05-31,272.11,POS,Web,USA,1020,0
256,2023-10-25,159.43,Online,Web,India,45,0
257,2023-04-09,302.08,Online,Web,India,327,0
258,2023-09-20,105.88,Online,Mobile,USA,367,0
259,2023-09-09,19.28,POS,Mobile,USA,711,0
260,2023-05-24,192.72,Online,Mobile,India,1030,0
261,2023-12-12,162.85,Online,Mobile,UK,193,0
262,2023-04-22,614.11,Online,Mobile,India,1994,1
263,2023-03-01,35.38,Online,Web,USA,1913,0
264,2023-01-02,213.5,Transfer,Web,UK,525,0
265,2023-10-31,128.52,Online,Web,USA,953,0
266,2023-09-11,95.26,Online,Mobile,USA,1003,0
267,2023-05-20,316.53,POS,Web,UK,1948,0
268,2023-02-06,332.83,POS,Web,UK,1891,0
269,2023-06-09,250.77,Transfer,Mobile,UK,239,0
270,2023-01-09,17.46,POS,Web,USA,1610,0
271,2023-08-21,84.66,Online,Mobile,USA,398,0
272,2023-04-09,9.58,Online,Web,UK,801,0
273,2023-05-27,84.22,Transfer,Mobile,India,270,0
274,2023-10-31,208.78,Online,Mobile,USA,1323,0
275,2023-07-27,146.26,Online,Web,Germany,1075,0
276,2023-05-11,242.76,Online,Web,Canada,1460,0
277,2023-06-01,160.35,POS,Mobile,USA,490,0
278,2023-02-23,162.3,Transfer,Mobile,Germany,1069,0
279,2023-04-30,143.06,Online,Mobile,USA,1932,0
280,2023-06-10,90.61,POS,Web,Canada,553,0
281,2023-04-26,118.32,Transfer,Web,Canada,1670,0
282,2023-03-16,23.86,Online,Mobile,India,174,0
283,2023-04-23,359.77,POS,Mobile,USA,864,0
284,2023-04-14,440.03,Transfer,Mobile,UK,936,0
285,2023-12-06,290.72,POS,Web,India,305,0
286,2023-09-11,175.22,POS,Web,Canada,176,0
287,2023-08-15,168.41,Transfer,Mobile,USA,1079,0
288,2023-04-22,127.1,Online,Mobile,Canada,1233,0
289,2023-04-09,52.62,Transfer,Web,Canada,1729,0
290,2023-06-02,96.84,Transfer,Mobile,UK,1453,0
291,2023-12-15,919.16,POS,Web,India,204,0
292,2023-12-04,31.52,Online,Mobile,Canada,1478,0
293,2023-07-13,156.48,Online,Web,India,1053,0
294,2023-11-06,402.77,POS,Mobile,Canada,506,0
295,2023-06-12,120.66,Online,Web,UK,144,0
296,2023-07-27,186.08,POS,Web,UK,4,0
297,2023-06-18,351.81,POS,Web,India,1099,0
298,2023-06-10,158.62,POS,Web,USA,1159,0
299,2023-03-09,262.96,Online,Web,Canada,1505,0
300,2023-10-16,85.32,Online,Mobile,Canada,925,0
301,2023-10-04,264.12,Transfer,Web,USA,551,0
302,2023-10-31,8.38,POS,Mobile,Germany,639,0
303,2023-05-15,33.19,Online,Web,Canada,1517,0
304,2023-07-14,202.83,Online,Mobile,Germany,715,0
305,2023-05-08,119.19,POS,Mobile,Germany,1248,0
306,2023-02-02,352.46,Online,Mobile,Canada,124,0
307,2023-06-25,83.7,Online,Mobile,India,1129,0
308,2023-01-22,291.52,POS,Mobile,USA,1233,0
309,2023-08-26,29.96,Transfer,Mobile,Germany,1507,0
310,2023-06-07,532.27,POS,Web,India,1897,0
311,2023-02-07,108.41,Online,Mobile,Germany,1810,0
312,2023-08-18,52.51,Online,Web,India,1805,0
313,2023-12-31,311.32,Online,Mobile,USA,1075,0
314,2023-02-20,590.86,Online,Web,Germany,707,0
315,2023-09-21,500.41,POS,Mobile,Canada,345,0
316,2023-10-10,54.35,POS,Mobile,India,15,0
317,2023-01-27,222.95,Online,Mobile,USA,863,0
318,2023-08-14,158.31,POS,Web,Germany,1453,0
319,2023-10-04,258.27,POS,Web,UK,1397,0
320,2023-10-13,133.47,Transfer,Mobile,UK,1789,0
321,2023-04-07,126.89,Online,Mobile,UK,155,0
322,2023-10-11,428.62,Online,Mobile,India,18,1
323,2023-11-13,409.99,Transfer,Web,UK,1179,0
324,2023-10-31,309.85,Online,Mobile,India,1074,0
325,2023-05-27,244.08,Online,Mobile,USA,724,0
326,2023-01-04,226.87,POS,Mobile,Canada,1291,0
327,2023-02-04,11.56,Online,Mobile,India,1541,0
328,2023-07-11,276.89,Online,Mobile,UK,1657,0
329,2023-02-18,203.28,Online,Mobile,India,544,0
330,2023-01-17,72.03,Online,Mobile,UK,1284,0
331,2023-06-21,343.07,POS,Web,UK,514,0
332,2023-08-08,357.29,POS,Mobile,USA,111,0
333,2023-06-07,538.21,Online,Web,Canada,1373,0
334,2023-02-15,108.38,Transfer,Mobile,India,785,0
335,2023-01-06,160.26,Transfer,Mobile,UK,657,0
336,2023-04-09,472.79,Online,Mobile,UK,1199,0
337,2023-08-21,76.19,Online,Mobile,USA,1875,0
338,2023-02-06,318.56,POS,Web,India,1689,0
339,2023-10-07,964.83,Online,Mobile,India,1298,1
340,2023-12-15,211.07,Transfer,Web,UK,215,0
341,2023-10-29,823.37,Online,Mobile,India,1127,1
342,2023-06-30,145.06,POS,Mobile,UK,866,0
343,2023-04-05,33.22,POS,Web,UK,1729,0
344,2023-04-09,38.62,Online,Web,Canada,712,0
345,2023-07-07,262.89,POS,Mobile,USA,1121,0
346,2023-04-26,0.18,Online,Web,Canada,1360,0
347,2023-07-10,216.88,POS,Mobile,Canada,1506,0
348,2023-09-10,32.8,Online,Web,USA,605,0
349,2023-06-10,831.69,Transfer,Web,USA,1942,0
350,2023-09-13,35.62,Online,Web,Canada,1782,0
351,2023-11-19,160.8,Online,Mobile,UK,540,0
352,2023-05-08,221.4,Online,Mobile,India,1305,0
353,2023-01-18,342.4,Transfer,Mobile,India,1617,0
354,2023-10-08,122.96,Online,Mobile,USA,624,0
355,2023-08-11,543.01,Online,Web,Germany,1335,0
356,2023-02-23,130.88,Online,Web,India,1387,0
357,2023-02-27,58.09,Transfer,Mobile,Germany,1003,0
358,2023-11-19,179.81,Transfer,Mobile,India,1985,0
359,2023-12-26,214.59,POS,Mobile,USA,594,0
360,2023-06-23,141.61,Online,Web,USA,949,0
361,2023-10-07,264.24,Online,Web,India,1388,0
362,2023-04-24,109.18,Transfer,Web,USA,1137,0
363,2023-10-15,0.87,Online,Mobile,UK,1135,0
364,2023-12-08,61.45,Online,Mobile,UK,84,1
365,2023-05-31,583.4,Online,Mobile,Canada,610,1
366,2023-05-07,288.13,Online,Mobile,UK,790,0
367,2023-06-04,42.03,Transfer,Mobile,Canada,672,0
368,2023-09-30,13.8,Online,Web,USA,1339,0
369,2023-04-14,86.4,Transfer,Mobile,Germany,115,0
370,2023-10-26,361.95,POS,Mobile,India,1955,0
371,2023-09-03,22.41,Online,Web,Canada,1768,0
372,2023-06-25,156.77,Transfer,Web,Canada,520,0
373,2023-02-08,64.32,Online,Web,India,1989,0
374,2023-06-19,259.11,POS,Web,India,1958,0
375,2023-09-04,0.08,Online,Web,USA,47,0
376,2023-01-26,64.92,Transfer,Mobile,India,752,0
377,2023-12-21,227.42,Transfer,Mobile,Canada,1879,0
378,2023-11-02,158.26,POS,Web,UK,1746,0
379,2023-01-13,301.8,POS,Web,USA,862,0
380,2023-11-12,34.32,Online,Web,Germany,1915,0
381,2023-11-09,151.42,Online,Mobile,USA,1425,0
382,2023-02-05,43.57,Online,Mobile,Canada,1164,0
383,2023-06-22,203.9,POS,Web,USA,1612,0
384,2023-01-20,28.16,Online,Web,USA,1965,0
385,2023-11-17,32.2,Online,Mobile,India,65,1
386,2023-09-21,79.56,Transfer,Web,UK,1570,0
387,2023-05-22,102.8,Transfer,Web,UK,169,0
388,2023-05-23,138.05,Online,Mobile,Germany,730,0
389,2023-04-02,173.84,POS,Mobile,Germany,604,0
390,2023-12-20,126.53,Online,Web,Canada,928,0
391,2023-11-18,9.34,POS,Web,Germany,829,0
392,2023-10-15,84.15,POS,Mobile,India,694,0
393,2023-08-03,12.67,Transfer,Mobile,Germany,133,0
394,2023-12-08,25.13,Online,Mobile,India,1184,0
395,2023-02-20,19.48,Online,Mobile,Germany,506,0
396,2023-06-02,34.42,Online,Web,India,1915,0
397,2023-07-05,335.24,POS,Mobile,USA,418,0
398,2023-03-04,197.54,Online,Web,Canada,1086,0
399,2023-07-09,141.36,Online,Web,Germany,130,0
400,2023-05-05,263.55,Online,Web,Germany,1944,0
401,2023-05-30,649.99,Online,Mobile,UK,554,1
402,2023-11-10,108.15,Transfer,Mobile,USA,134,0
403,2023-02-27,91.59,Online,Web,Canada,1739,0
404,2023-12-08,761.29,Online,Mobile,UK,112,1
405,2023-11-01,295.1,Online,Web,Germany,855,0
406,2023-06-29,300.22,Online,Web,Germany,53,0
407,2023-06-19,183.23,POS,Web,USA,341,0
408,2023-11-22,141.45,POS,Mobile,India,1379,0
409,2023-09-28,159.96,Online,Web,USA,280,0
410,2023-02-23,211.16,Transfer,Web,India,1941,0
411,2023-04-11,94.59,Online,Mobile,India,1270,0
412,2023-09-21,304.92,Transfer,Mobile,UK,1650,0
413,2023-02-22,479.87,Online,Mobile,Canada,153,0
414,2023-03-01,169.39,POS,Web,UK,709,0
415,2023-04-18,96.08,POS,Mobile,UK,883,0
416,2023-01-05,237.88,Online,Mobile,Canada,633,0
417,2023-04-13,40.22,POS,Web,India,1260,0
418,2023-07-15,692.02,Transfer,Mobile,Germany,1281,0
419,2023-09-19,214.58,POS,Mobile,UK,221,0
420,2023-12-31,13.99,Transfer,Web,India,652,0
421,2023-12-16,150.9,Online,Mobile,India,711,0
422,2023-02-16,277.53,Online,Mobile,India,704,0
423,2023-12-21,65.1,Online,Web,USA,839,0
424,2023-11-07,10.47,POS,Web,UK,82,0
425,2023-11-04,134.34,Online,Web,India,1106,0
426,2023-05-24,358.7,Online,Web,Canada,611,0
427,2023-09-26,57.95,POS,Web,Canada,1542,0
428,2023-05-04,252.47,POS,Web,Germany,953,0
429,2023-04-16,104.78,Online,Mobile,USA,1320,0
430,2023-06-07,12.3,POS,Mobile,Germany,1472,0
431,2023-05-27,72.47,Online,Mobile,UK,1162,0
432,2023-05-25,75.35,Online,Mobile,Canada,864,0
433,2023-04-30,470.07,Online,Mobile,UK,1237,0
434,2023-11-15,800.7,Online,Mobile,USA,1217,1
435,2023-10-02,47.09,Online,Mobile,India,1839,0
436,2023-04-02,112.6,POS,Mobile,Canada,708,0
437,2023-02-27,751.89,Online,Web,USA,931,0
438,2023-12-12,104.6,Online,Mobile,Germany,1586,0
439,2023-08-17,85.9,POS,Web,India,1305,0
440,2023-04-27,23.28,Transfer,Mobile,India,196,0
441,2023-11-14,279.9,Online,Mobile,Canada,709,0
442,2023-10-06,118.48,POS,Mobile,UK,1990,0
443,2023-05-07,203.59,POS,Mobile,USA,581,0
444,2023-05-09,142.61,POS,Mobile,Canada,805,0
445,2023-02-27,38.36,Online,Web,USA,1755,0
446,2023-05-02,38.81,Online,Web,Canada,1567,0
447,2023-01-01,561.87,Online,Mobile,India,413,1
448,2023-08-27,440.58,Online,Mobile,Germany,1326,0
449,2023-10-17,188.65,Online,Web,UK,1082,0
450,2023-04-06,0.25,POS,Mobile,Germany,1572,0
451,2023-05-06,113.58,POS,Mobile,USA,1666,0
452,2023-04-28,151.19,Online,Mobile,Germany,727,0
453,2023-02-17,119.36,Online,Mobile,Canada,1769,0
454,2023-03-30,519.26,POS,Web,Germany,1592,0
455,2023-08-25,8.34,Online,Mobile,India,1583,0
456,2023-09-29,212.8,POS,Mobile,UK,570,0
457,2023-07-08,75.33,Online,Mobile,Germany,1573,0
458,2023-07-11,163.96,Transfer,Mobile,Canada,804,0
459,2023-03-10,213.37,POS,Mobile,Canada,1990,0
460,2023-10-05,116.26,Online,Mobile,Germany,748,0
461,2023-12-15,32.12,Transfer,Mobile,India,988,0
462,2023-09-04,146.39,Transfer,Mobile,India,323,0
463,2023-03-17,540.48,Online,Web,Canada,227,0
464,2023-06-03,153.52,Online,Mobile,Canada,1105,0
465,2023-05-24,26.24,POS,Mobile,Germany,1196,0
466,2023-03-27,347.64,Transfer,Web,USA,1914,0
467,2023-07-04,50.14,POS,Mobile,Canada,1999,0
468,2023-10-12,92.48,Online,Web,Germany,1107,0
469,2023-08-08,111.99,POS,Web,UK,524,0
470,2023-03-10,83.01,Online,Web,USA,754,0
471,2023-02-16,103.65,Online,Mobile,India,794,0
472,2023-04-04,317.42,Online,Mobile,Germany,1843,0
473,2023-08-26,50.56,Online,Mobile,Germany,300,0
474,2023-07-23,127.13,Online,Mobile,Germany,689,0
475,2023-08-06,4.04,POS,Mobile,Canada,1838,0
476,2023-12-07,141.72,Transfer,Mobile,Canada,611,0
477,2023-02-08,23.69,Transfer,Web,USA,369,0
478,2023-04-10,66.32,POS,Web,Germany,1156,0
479,2023-10-16,78.57,Online,Mobile,UK,696,0
480,2023-09-11,17.19,Online,Mobile,UK,378,0
481,2023-08-10,89.43,POS,Web,India,609,0
482,2023-12-23,137.85,Online,Mobile,Germany,1031,0
483,2023-01-23,112.81,POS,Mobile,UK,885,0
484,2023-09-07,65.82,POS,Mobile,India,121,0
485,2023-01-10,69.87,POS,Web,USA,848,0
486,2023-09-03,200.8,Online,Mobile,Germany,1447,0
487,2023-11-21,253.45,Transfer,Web,Germany,1850,0
488,2023-04-10,171.85,Online,Web,Canada,1829,0
489,2023-10-17,747.51,Transfer,Mobile,USA,375,0
490,2023-06-29,579.63,POS,Mobile,Germany,1519,0
491,2023-08-11,20.73,Transfer,Mobile,USA,173,0
492,2023-09-07,60.59,Online,Mobile,UK,1032,0
