transaction_id,transaction_date,amount,transaction_type,device_type,location,account_age_days,is_fraud,hours,day_of_week,month,amount_bucket,account_age_group
118,2023-08-04,363.76,Online,Web,UK,1153,0,0,Friday,August,Medium,old
119,2023-10-20,5.43,Online,Web,Germany,333,0,0,Friday,October,Low,Young
120,2023-04-09,2.28,POS,Mobile,Canada,705,0,0,Sunday,April,Low,Mature
121,2023-06-21,9.44,Online,Web,USA,1564,0,0,Wednesday,June,Low,old
122,2023-12-26,126.68,POS,Mobile,Germany,1544,0,0,Tuesday,December,Medium,old
123,2023-08-02,174.1,POS,Mobile,USA,589,0,0,Wednesday,August,Medium,Mature
124,2023-02-04,195.88,POS,Mobile,India,905,0,0,Saturday,February,Medium,Mature
125,2023-08-15,262.71,Online,Mobile,USA,44,1,0,Tuesday,August,Medium,New
126,2023-04-11,42.08,Online,Mobile,Canada,1798,0,0,Tuesday,April,Low,old
127,2023-05-11,60.84,POS,Mobile,Germany,704,0,0,Thursday,May,Low,Mature
128,2023-09-14,55.81,Transfer,Web,UK,1407,0,0,Thursday,September,Low,old
129,2023-01-05,32.31,Online,Web,India,1906,0,0,Thursday,January,Low,old
130,2023-08-06,56.05,Online,Mobile,Canada,339,0,0,Sunday,August,Low,Young
131,2023-09-12,190.2,Online,Mobile,Germany,1657,0,0,Tuesday,September,Medium,old
132,2023-12-25,91.27,POS,Web,Germany,1399,0,0,Monday,December,Low,old
133,2023-10-10,292.13,Online,Mobile,USA,1856,0,0,Tuesday,October,Medium,old
134,2023-07-26,153.75,Online,Mobile,Canada,1206,0,0,Wednesday,July,Medium,old
135,2023-01-15,47.66,POS,Web,UK,1642,0,0,Sunday,January,Low,old
136,2023-12-12,125.99,POS,Mobile,India,790,0,0,Tuesday,December,Medium,Mature
137,2023-02-11,179.97,Online,Mobile,Germany,1744,0,0,Saturday,February,Medium,old
138,2023-06-28,402.27,POS,Mobile,UK,463,0,0,Wednesday,June,Medium,Mature
139,2023-03-04,358.81,Transfer,Mobile,USA,1980,0,0,Saturday,March,Medium,old
140,2023-12-18,111.19,Online,Web,UK,890,0,0,Monday,December,Medium,Mature
141,2023-08-19,208.64,POS,Web,USA,804,0,0,Saturday,August,Medium,Mature
142,2023-08-29,70.71,Online,Mobile,India,782,0,0,Tuesday,August,Low,Mature
143,2023-02-21,200.48,Online,Web,USA,741,0,0,Tuesday,February,Medium,Mature
144,2023-04-06,487.89,Online,Mobile,USA,101,0,0,Thursday,April,Medium,Young
145,2023-08-10,195.92,POS,Mobile,USA,412,0,0,Thursday,August,Medium,Mature
146,2023-08-19,72.42,Online,Web,Germany,1862,0,0,Saturday,August,Low,old
147,2023-08-25,206.56,Transfer,Web,Canada,726,0,0,Friday,August,Medium,Mature
148,2023-05-23,466.1,POS,Mobile,India,1016,0,0,Tuesday,May,Medium,old
149,2023-06-20,29.48,Online,Mobile,USA,1428,0,0,Tuesday,June,Low,old
150,2023-01-29,131.73,POS,Mobile,UK,1858,0,0,Sunday,January,Medium,old
151,2023-02-05,77.44,Online,Mobile,Germany,406,0,0,Sunday,February,Low,Mature
152,2023-01-13,55.27,Online,Web,Canada,1556,0,0,Friday,January,Low,old
153,2023-06-09,100.91,POS,Mobile,India,372,0,0,Friday,June,Medium,Mature
154,2023-11-23,100.16,Online,Web,Germany,261,0,0,Thursday,November,Medium,Young
155,2023-07-06,47.25,Online,Mobile,Germany,1144,0,0,Thursday,July,Low,old
156,2023-08-31,103.38,POS,Mobile,India,1349,0,0,Thursday,August,Medium,old
157,2023-03-27,200.88,Online,Web,India,89,0,0,Monday,March,Medium,New
158,2023-10-11,5.21,Online,Web,USA,554,0,0,Wednesday,October,Low,Mature
159,2023-03-07,906.11,POS,Web,India,403,0,0,Tuesday,March,High,Mature
160,2023-06-19,70.18,POS,Mobile,Canada,1957,0,0,Monday,June,Low,old
161,2023-02-14,195.44,Transfer,Mobile,Canada,1696,0,0,Tuesday,February,Medium,old
162,2023-03-03,66.69,Online,Mobile,India,1714,0,0,Friday,March,Low,old
163,2023-05-14,100.02,Online,Mobile,Canada,978,0,0,Sunday,May,Medium,Mature
164,2023-10-11,159.36,POS,Mobile,UK,207,0,0,Wednesday,October,Medium,Young
165,2023-01-28,189.27,Transfer,Mobile,Canada,256,0,0,Saturday,January,Medium,Young
166,2023-04-18,294.33,POS,Web,India,894,0,0,Tuesday,April,Medium,Mature
167,2023-02-13,313.74,POS,Mobile,UK,1786,0,0,Monday,February,Medium,old
168,2023-12-06,146.25,Online,Mobile,Canada,1693,0,0,Wednesday,December,Medium,old
169,2023-10-13,15.75,POS,Web,Germany,1608,0,0,Friday,October,Low,old
170,2023-11-27,163.19,POS,Mobile,Germany,1258,0,0,Monday,November,Medium,old
171,2023-05-08,129.86,POS,Web,Germany,832,0,0,Monday,May,Medium,Mature
172,2023-12-14,48.51,Online,Web,Germany,1212,0,0,Thursday,December,Low,old
173,2023-08-19,2.04,POS,Mobile,USA,1875,0,0,Saturday,August,Low,old
174,2023-07-09,75.95,POS,Web,UK,1035,0,0,Sunday,July,Low,old
175,2023-08-13,60.08,Online,Mobile,Germany,1443,0,0,Sunday,August,Low,old
176,2023-10-10,131.91,POS,Mobile,Germany,1838,0,0,Tuesday,October,Medium,old
177,2023-05-01,286.76,Online,Web,Canada,1075,0,0,Monday,May,Medium,old
178,2023-04-26,115.62,Online,Mobile,India,408,0,0,Wednesday,April,Medium,Mature
179,2023-08-21,605.52,Online,Mobile,UK,1979,1,0,Monday,August,High,old
180,2023-09-16,50.03,Transfer,Web,India,1103,0,0,Saturday,September,Low,old
181,2023-12-25,49.94,Online,Mobile,Canada,573,0,0,Monday,December,Low,Mature
182,2023-07-17,185.5,Online,Web,Canada,1471,0,0,Monday,July,Medium,old
183,2023-05-17,453.18,Transfer,Web,Canada,1479,0,0,Wednesday,May,Medium,old
184,2023-11-14,222.86,Transfer,Mobile,India,1515,0,0,Tuesday,November,Medium,old
185,2023-06-14,223.97,Online,Mobile,India,751,0,0,Wednesday,June,Medium,Mature
186,2023-08-13,328.27,POS,Web,UK,129,0,0,Sunday,August,Medium,Young
187,2023-11-03,220.93,Online,Web,Germany,486,0,0,Friday,November,Medium,Mature
188,2023-08-22,284.88,Online,Mobile,UK,607,0,0,Tuesday,August,Medium,Mature
189,2023-06-21,402.17,POS,Web,Germany,966,0,0,Wednesday,June,Medium,Mature
190,2023-06-01,1.59,Online,Web,Canada,1131,0,0,Thursday,June,Low,old
191,2023-11-11,433.65,Online,Mobile,Canada,1524,0,0,Saturday,November,Medium,old
192,2023-06-09,48.48,POS,Mobile,USA,1262,0,0,Friday,June,Low,old
193,2023-04-06,486.32,Online,Web,Canada,243,0,0,Thursday,April,Medium,Young
194,2023-08-21,61.9,POS,Web,UK,40,0,0,Monday,August,Low,New
195,2023-06-29,121.48,Online,Mobile,USA,1009,0,0,Thursday,June,Medium,old
196,2023-04-23,543.27,Online,Mobile,UK,436,1,0,Sunday,April,High,Mature
197,2023-11-14,23.25,Online,Web,Germany,83,0,0,Tuesday,November,Low,New
198,2023-02-21,273.52,Online,Mobile,UK,1999,0,0,Tuesday,February,Medium,old
199,2023-09-25,99.66,Transfer,Mobile,USA,414,0,0,Monday,September,Low,Mature
200,2023-10-22,4.88,Online,Web,India,571,0,0,Sunday,October,Low,Mature
201,2023-04-23,559.81,Transfer,Mobile,UK,394,0,0,Sunday,April,High,Mature
202,2023-04-11,25.07,POS,Web,Canada,1445,0,0,Tuesday,April,Low,old
203,2023-04-23,297.57,POS,Web,Germany,580,0,0,Sunday,April,Medium,Mature
204,2023-03-22,96.99,POS,Mobile,UK,1855,0,0,Wednesday,March,Low,old
205,2023-07-06,332.76,Online,Web,USA,724,0,0,Thursday,July,Medium,Mature
206,2023-04-23,277.49,Online,Mobile,Canada,844,0,0,Sunday,April,Medium,Mature
207,2023-01-02,200.6,POS,Web,USA,1127,0,0,Monday,January,Medium,old
208,2023-05-10,560.11,POS,Mobile,Germany,799,0,0,Wednesday,May,High,Mature
209,2023-08-08,20.83,Transfer,Mobile,Canada,544,0,0,Tuesday,August,Low,Mature
210,2023-02-23,320.47,POS,Mobile,India,851,0,0,Thursday,February,Medium,Mature
211,2023-12-09,222.21,POS,Web,Germany,945,0,0,Saturday,December,Medium,Mature
212,2023-08-12,75.59,POS,Web,UK,762,0,0,Saturday,August,Low,Mature
213,2023-08-13,157.92,Transfer,Mobile,India,385,0,0,Sunday,August,Medium,Mature
214,2023-05-06,206.92,Online,Mobile,USA,1147,0,0,Saturday,May,Medium,old
215,2023-05-10,266.57,Online,Mobile,India,1861,0,0,Wednesday,May,Medium,old
216,2023-02-22,41.42,Online,Web,India,691,0,0,Wednesday,February,Low,Mature
217,2023-06-21,21.54,Online,Web,USA,1389,0,0,Wednesday,June,Low,old
218,2023-08-06,21.53,Online,Mobile,Germany,416,0,0,Sunday,August,Low,Mature
219,2023-06-09,69.59,Transfer,Mobile,Germany,101,0,0,Friday,June,Low,Young
220,2023-07-17,33.49,Online,Web,USA,741,0,0,Monday,July,Low,Mature
221,2023-09-04,153.42,POS,Mobile,India,1552,0,0,Monday,September,Medium,old
222,2023-11-20,114.91,Transfer,Mobile,India,1111,0,0,Monday,November,Medium,old
223,2023-07-22,447.11,Transfer,Mobile,Germany,629,0,0,Saturday,July,Medium,Mature
224,2023-07-03,252.75,Online,Mobile,India,815,0,0,Monday,July,Medium,Mature
225,2023-05-03,46.09,POS,Mobile,Germany,1904,0,0,Wednesday,May,Low,old
226,2023-09-12,9.36,Online,Mobile,Germany,850,0,0,Tuesday,September,Low,Mature
227,2023-10-21,246.99,Online,Web,Canada,1749,0,0,Saturday,October,Medium,old
228,2023-10-07,373.94,Online,Mobile,USA,1969,0,0,Saturday,October,Medium,old
229,2023-11-21,241.46,Online,Mobile,UK,815,0,0,Tuesday,November,Medium,Mature
230,2023-04-08,206.45,Online,Web,India,666,0,0,Saturday,April,Medium,Mature
231,2023-07-17,57.35,POS,Mobile,India,1986,0,0,Monday,July,Low,old
232,2023-08-28,136.48,Online,Mobile,Canada,1617,0,0,Monday,August,Medium,old
233,2023-05-24,258.17,Online,Web,UK,909,0,0,Wednesday,May,Medium,Mature
234,2023-04-07,42.98,Online,Web,India,595,0,0,Friday,April,Low,Mature
235,2023-07-20,129.46,Online,Web,UK,1943,0,0,Thursday,July,Medium,old
236,2023-05-04,24.89,POS,Mobile,UK,597,0,0,Thursday,May,Low,Mature
237,2023-07-06,151.31,POS,Mobile,Canada,1393,0,0,Thursday,July,Medium,old
238,2023-11-22,170.45,Transfer,Web,USA,1041,0,0,Wednesday,November,Medium,old
239,2023-12-15,153.31,Online,Web,Germany,638,0,0,Friday,December,Medium,Mature
240,2023-09-16,126.77,Online,Web,Canada,1934,0,0,Saturday,September,Medium,old
241,2023-05-28,177.08,Transfer,Mobile,Canada,651,0,0,Sunday,May,Medium,Mature
242,2023-09-09,1148.89,Online,Mobile,UK,1675,1,0,Saturday,September,Very High,old
243,2023-12-12,194.86,Online,Mobile,Germany,603,0,0,Tuesday,December,Medium,Mature
244,2023-05-27,279.32,POS,Web,Canada,569,0,0,Saturday,May,Medium,Mature
245,2023-05-28,42.67,Online,Web,USA,121,0,0,Sunday,May,Low,Young
246,2023-12-18,151.01,POS,Mobile,India,1533,0,0,Monday,December,Medium,old
247,2023-07-18,1.51,Online,Mobile,India,1549,0,0,Tuesday,July,Low,old
248,2023-11-04,6.39,POS,Mobile,India,1959,0,0,Saturday,November,Low,old
249,2023-05-08,77.86,Online,Mobile,India,88,1,0,Monday,May,Low,New
250,2023-02-08,125.7,POS,Mobile,Canada,1089,0,0,Wednesday,February,Medium,old
251,2023-12-04,171.43,Transfer,Mobile,USA,281,0,0,Monday,December,Medium,Young
252,2023-12-26,437.86,POS,Mobile,USA,1520,0,0,Tuesday,December,Medium,old
253,2023-05-09,295.47,POS,Mobile,UK,819,0,0,Tuesday,May,Medium,Mature
254,2023-09-24,71.33,POS,Web,USA,461,0,0,Sunday,September,Low,Mature
255,2023-05-31,272.11,POS,Web,USA,1020,0,0,Wednesday,May,Medium,old
256,2023-10-25,159.43,Online,Web,India,45,0,0,Wednesday,October,Medium,New
257,2023-04-09,302.08,Online,Web,India,327,0,0,Sunday,April,Medium,Young
258,2023-09-20,105.88,Online,Mobile,USA,367,0,0,Wednesday,September,Medium,Mature
259,2023-09-09,19.28,POS,Mobile,USA,711,0,0,Saturday,September,Low,Mature
260,2023-05-24,192.72,Online,Mobile,India,1030,0,0,Wednesday,May,Medium,old
261,2023-12-12,162.85,Online,Mobile,UK,193,0,0,Tuesday,December,Medium,Young
262,2023-04-22,614.11,Online,Mobile,India,1994,1,0,Saturday,April,High,old
263,2023-03-01,35.38,Online,Web,USA,1913,0,0,Wednesday,March,Low,old
264,2023-01-02,213.5,Transfer,Web,UK,525,0,0,Monday,January,Medium,Mature
265,2023-10-31,128.52,Online,Web,USA,953,0,0,Tuesday,October,Medium,Mature
266,2023-09-11,95.26,Online,Mobile,USA,1003,0,0,Monday,September,Low,old
267,2023-05-20,316.53,POS,Web,UK,1948,0,0,Saturday,May,Medium,old
268,2023-02-06,332.83,POS,Web,UK,1891,0,0,Monday,February,Medium,old
269,2023-06-09,250.77,Transfer,Mobile,UK,239,0,0,Friday,June,Medium,Young
270,2023-01-09,17.46,POS,Web,USA,1610,0,0,Monday,January,Low,old
271,2023-08-21,84.66,Online,Mobile,USA,398,0,0,Monday,August,Low,Mature
272,2023-04-09,9.58,Online,Web,UK,801,0,0,Sunday,April,Low,Mature
273,2023-05-27,84.22,Transfer,Mobile,India,270,0,0,Saturday,May,Low,Young
274,2023-10-31,208.78,Online,Mobile,USA,1323,0,0,Tuesday,October,Medium,old
275,2023-07-27,146.26,Online,Web,Germany,1075,0,0,Thursday,July,Medium,old
276,2023-05-11,242.76,Online,Web,Canada,1460,0,0,Thursday,May,Medium,old
277,2023-06-01,160.35,POS,Mobile,USA,490,0,0,Thursday,June,Medium,Mature
278,2023-02-23,162.3,Transfer,Mobile,Germany,1069,0,0,Thursday,February,Medium,old
279,2023-04-30,143.06,Online,Mobile,USA,1932,0,0,Sunday,April,Medium,old
280,2023-06-10,90.61,POS,Web,Canada,553,0,0,Saturday,June,Low,Mature
281,2023-04-26,118.32,Transfer,Web,Canada,1670,0,0,Wednesday,April,Medium,old
282,2023-03-16,23.86,Online,Mobile,India,174,0,0,Thursday,March,Low,Young
283,2023-04-23,359.77,POS,Mobile,USA,864,0,0,Sunday,April,Medium,Mature
284,2023-04-14,440.03,Transfer,Mobile,UK,936,0,0,Friday,April,Medium,Mature
285,2023-12-06,290.72,POS,Web,India,305,0,0,Wednesday,December,Medium,Young
286,2023-09-11,175.22,POS,Web,Canada,176,0,0,Monday,September,Medium,Young
287,2023-08-15,168.41,Transfer,Mobile,USA,1079,0,0,Tuesday,August,Medium,old
288,2023-04-22,127.1,Online,Mobile,Canada,1233,0,0,Saturday,April,Medium,old
289,2023-04-09,52.62,Transfer,Web,Canada,1729,0,0,Sunday,April,Low,old
290,2023-06-02,96.84,Transfer,Mobile,UK,1453,0,0,Friday,June,Low,old
291,2023-12-15,919.16,POS,Web,India,204,0,0,Friday,December,High,Young
292,2023-12-04,31.52,Online,Mobile,Canada,1478,0,0,Monday,December,Low,old
293,2023-07-13,156.48,Online,Web,India,1053,0,0,Thursday,July,Medium,old
294,2023-11-06,402.77,POS,Mobile,Canada,506,0,0,Monday,November,Medium,Mature
295,2023-06-12,120.66,Online,Web,UK,144,0,0,Monday,June,Medium,Young
296,2023-07-27,186.08,POS,Web,UK,4,0,0,Thursday,July,Medium,New
297,2023-06-18,351.81,POS,Web,India,1099,0,0,Sunday,June,Medium,old
298,2023-06-10,158.62,POS,Web,USA,1159,0,0,Saturday,June,Medium,old
299,2023-03-09,262.96,Online,Web,Canada,1505,0,0,Thursday,March,Medium,old
300,2023-10-16,85.32,Online,Mobile,Canada,925,0,0,Monday,October,Low,Mature
301,2023-10-04,264.12,Transfer,Web,USA,551,0,0,Wednesday,October,Medium,Mature
302,2023-10-31,8.38,POS,Mobile,Germany,639,0,0,Tuesday,October,Low,Mature
303,2023-05-15,33.19,Online,Web,Canada,1517,0,0,Monday,May,Low,old
304,2023-07-14,202.83,Online,Mobile,Germany,715,0,0,Friday,July,Medium,Mature
305,2023-05-08,119.19,POS,Mobile,Germany,1248,0,0,Monday,May,Medium,old
306,2023-02-02,352.46,Online,Mobile,Canada,124,0,0,Thursday,February,Medium,Young
307,2023-06-25,83.7,Online,Mobile,India,1129,0,0,Sunday,June,Low,old
308,2023-01-22,291.52,POS,Mobile,USA,1233,0,0,Sunday,January,Medium,old
309,2023-08-26,29.96,Transfer,Mobile,Germany,1507,0,0,Saturday,August,Low,old
310,2023-06-07,532.27,POS,Web,India,1897,0,0,Wednesday,June,High,old
311,2023-02-07,108.41,Online,Mobile,Germany,1810,0,0,Tuesday,February,Medium,old
312,2023-08-18,52.51,Online,Web,India,1805,0,0,Friday,August,Low,old
313,2023-12-31,311.32,Online,Mobile,USA,1075,0,0,Sunday,December,Medium,old
314,2023-02-20,590.86,Online,Web,Germany,707,0,0,Monday,February,High,Mature
315,2023-09-21,500.41,POS,Mobile,Canada,345,0,0,Thursday,September,High,Young
316,2023-10-10,54.35,POS,Mobile,India,15,0,0,Tuesday,October,Low,New
317,2023-01-27,222.95,Online,Mobile,USA,863,0,0,Friday,January,Medium,Mature
318,2023-08-14,158.31,POS,Web,Germany,1453,0,0,Monday,August,Medium,old
